Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Pre-Amp
High Voltage:	0
Conversion Gain:	1024
Coarse Gain:	1
Fine Gain:	2.49
Upper Discriminator:	28
Lower Discriminator:	0
Calibration Coefficients:	-0.453146853146853	0.027972027972027972
Calibration Channels:	245	531
Calibration Energies:	6.4	14.4
Elapsed Real Time:	170.43
Elapsed Live Time:	170.0
Start Time:	February 08, 2024, 03:12:21
End Time:	February 08, 2024, 03:15:12
ROIs:
ROI:	Low	High	Gross	Net	FWHM	Centroid


Channel Data:
Channel	Energy	Counts
0	-0.453146853146853	0
1	-0.425174825174825	0
2	-0.39720279720279705	0
3	-0.3692307692307691	0
4	-0.3412587412587411	0
5	-0.3132867132867131	0
6	-0.2853146853146852	0
7	-0.25734265734265716	0
8	-0.22937062937062921	0
9	-0.20139860139860122	0
10	-0.17342657342657325	0
11	-0.14545454545454528	0
12	-0.11748251748251731	0
13	-0.08951048951048934	0
14	-0.061538461538461375	0
15	-0.03356643356643341	0
16	-0.005594405594405438	0
17	0.02237762237762253	0
18	0.050349650349650554	1
19	0.07832167832167847	2
20	0.10629370629370649	3
21	0.1342657342657344	1
22	0.16223776223776243	0
23	0.19020979020979034	0
24	0.21818181818181837	0
25	0.24615384615384628	0
26	0.2741258741258743	0
27	0.3020979020979022	4
28	0.33006993006993024	0
29	0.35804195804195815	1
30	0.3860139860139862	0
31	0.4139860139860141	1
32	0.4419580419580421	2
33	0.46993006993007014	0
34	0.49790209790209805	1
35	0.5258741258741261	1
36	0.5538461538461541	1
37	0.581818181818182	0
38	0.6097902097902099	0
39	0.6377622377622378	1
40	0.665734265734266	0
41	0.6937062937062939	1
42	0.7216783216783218	0
43	0.7496503496503497	0
44	0.7776223776223778	0
45	0.8055944055944058	2
46	0.8335664335664337	1
47	0.8615384615384616	0
48	0.8895104895104897	2
49	0.9174825174825176	0
50	0.9454545454545455	1
51	0.9734265734265737	1
52	1.0013986013986016	1
53	1.0293706293706295	0
54	1.0573426573426574	1
55	1.0853146853146856	0
56	1.1132867132867135	1
57	1.1412587412587414	1
58	1.1692307692307693	1
59	1.1972027972027974	0
60	1.2251748251748253	1
61	1.2531468531468533	0
62	1.2811188811188812	0
63	1.3090909090909093	1
64	1.3370629370629372	0
65	1.3650349650349651	1
66	1.3930069930069933	0
67	1.4209790209790212	0
68	1.448951048951049	0
69	1.476923076923077	0
70	1.5048951048951051	0
71	1.532867132867133	0
72	1.5608391608391612	1
73	1.588811188811189	2
74	1.616783216783217	1
75	1.644755244755245	0
76	1.6727272727272728	1
77	1.7006993006993008	1
78	1.7286713286713287	2
79	1.7566433566433566	2
80	1.784615384615385	0
81	1.8125874125874128	1
82	1.8405594405594408	1
83	1.8685314685314687	0
84	1.8965034965034966	1
85	1.9244755244755245	1
86	1.9524475524475524	1
87	1.9804195804195808	0
88	2.0083916083916087	0
89	2.0363636363636366	3
90	2.0643356643356645	0
91	2.0923076923076924	1
92	2.1202797202797203	0
93	2.1482517482517482	1
94	2.176223776223776	0
95	2.2041958041958045	0
96	2.2321678321678324	0
97	2.2601398601398603	1
98	2.2881118881118883	1
99	2.316083916083916	1
100	2.344055944055944	2
101	2.372027972027972	0
102	2.4000000000000004	3
103	2.4279720279720283	2
104	2.455944055944056	3
105	2.483916083916084	0
106	2.511888111888112	1
107	2.53986013986014	0
108	2.567832167832168	4
109	2.5958041958041957	2
110	2.623776223776224	3
111	2.651748251748252	3
112	2.67972027972028	5
113	2.707692307692308	3
114	2.7356643356643358	4
115	2.7636363636363637	4
116	2.7916083916083916	1
117	2.81958041958042	1
118	2.847552447552448	4
119	2.8755244755244758	4
120	2.9034965034965037	4
121	2.9314685314685316	4
122	2.9594405594405595	2
123	2.9874125874125874	2
124	3.0153846153846153	7
125	3.0433566433566437	3
126	3.0713286713286716	5
127	3.0993006993006995	3
128	3.1272727272727274	3
129	3.1552447552447553	2
130	3.1832167832167833	2
131	3.211188811188811	3
132	3.2391608391608395	4
133	3.2671328671328674	3
134	3.2951048951048953	2
135	3.3230769230769233	3
136	3.351048951048951	6
137	3.379020979020979	10
138	3.406993006993007	3
139	3.434965034965035	1
140	3.4629370629370633	6
141	3.490909090909091	1
142	3.518881118881119	4
143	3.546853146853147	1
144	3.5748251748251754	2
145	3.602797202797203	2
146	3.630769230769231	5
147	3.6587412587412587	2
148	3.686713286713287	3
149	3.7146853146853145	2
150	3.742657342657343	1
151	3.770629370629371	1
152	3.7986013986013987	2
153	3.826573426573427	3
154	3.8545454545454545	0
155	3.882517482517483	5
156	3.9104895104895103	4
157	3.9384615384615387	3
158	3.966433566433566	2
159	3.9944055944055945	2
160	4.022377622377623	2
161	4.05034965034965	6
162	4.078321678321679	5
163	4.106293706293706	2
164	4.1342657342657345	1
165	4.162237762237762	5
166	4.19020979020979	2
167	4.218181818181819	6
168	4.246153846153846	1
169	4.2741258741258745	3
170	4.302097902097902	3
171	4.33006993006993	4
172	4.358041958041958	4
173	4.386013986013986	0
174	4.4139860139860145	6
175	4.441958041958042	1
176	4.46993006993007	2
177	4.497902097902098	1
178	4.525874125874126	2
179	4.553846153846154	2
180	4.581818181818182	4
181	4.60979020979021	1
182	4.637762237762238	3
183	4.665734265734266	1
184	4.693706293706294	6
185	4.721678321678322	7
186	4.7496503496503495	3
187	4.777622377622378	2
188	4.805594405594405	2
189	4.833566433566434	4
190	4.861538461538462	4
191	4.8895104895104895	2
192	4.917482517482518	1
193	4.945454545454545	1
194	4.973426573426574	2
195	5.001398601398601	3
196	5.0293706293706295	3
197	5.057342657342658	1
198	5.085314685314685	3
199	5.113286713286714	1
200	5.141258741258741	3
201	5.1692307692307695	1
202	5.197202797202797	0
203	5.225174825174825	2
204	5.253146853146854	4
205	5.281118881118881	4
206	5.3090909090909095	2
207	5.337062937062937	0
208	5.365034965034965	4
209	5.393006993006993	1
210	5.420979020979021	2
211	5.4489510489510495	2
212	5.476923076923077	3
213	5.504895104895105	0
214	5.532867132867133	3
215	5.560839160839161	3
216	5.588811188811189	3
217	5.616783216783217	4
218	5.6447552447552445	3
219	5.672727272727273	6
220	5.700699300699301	6
221	5.728671328671329	3
222	5.756643356643357	5
223	5.7846153846153845	2
224	5.812587412587413	2
225	5.84055944055944	1
226	5.868531468531469	3
227	5.896503496503497	2
228	5.9244755244755245	4
229	5.952447552447553	7
230	5.98041958041958	11
231	6.008391608391609	5
232	6.036363636363636	8
233	6.0643356643356645	7
234	6.092307692307693	3
235	6.12027972027972	5
236	6.148251748251749	4
237	6.176223776223776	5
238	6.2041958041958045	6
239	6.232167832167832	7
240	6.26013986013986	5
241	6.288111888111889	6
242	6.316083916083916	5
243	6.3440559440559445	7
244	6.372027972027972	5
245	6.4	5
246	6.427972027972028	7
247	6.455944055944056	1
248	6.483916083916084	7
249	6.511888111888112	7
250	6.53986013986014	4
251	6.567832167832168	10
252	6.595804195804196	7
253	6.623776223776224	12
254	6.651748251748252	8
255	6.6797202797202795	7
256	6.707692307692308	7
257	6.735664335664336	3
258	6.763636363636364	7
259	6.791608391608392	10
260	6.8195804195804195	17
261	6.847552447552448	11
262	6.875524475524475	14
263	6.903496503496504	10
264	6.931468531468532	17
265	6.9594405594405595	12
266	6.987412587412588	9
267	7.015384615384615	18
268	7.043356643356644	13
269	7.071328671328671	19
270	7.0993006993006995	13
271	7.127272727272727	15
272	7.155244755244755	12
273	7.183216783216784	22
274	7.211188811188811	26
275	7.2391608391608395	20
276	7.267132867132867	25
277	7.295104895104895	24
278	7.323076923076923	29
279	7.351048951048951	21
280	7.3790209790209795	33
281	7.406993006993007	41
282	7.434965034965035	46
283	7.462937062937063	26
284	7.490909090909091	49
285	7.518881118881119	44
286	7.546853146853147	49
287	7.574825174825175	54
288	7.602797202797204	45
289	7.63076923076923	59
290	7.658741258741259	63
291	7.686713286713287	58
292	7.714685314685315	68
293	7.742657342657342	63
294	7.77062937062937	73
295	7.798601398601399	75
296	7.826573426573427	77
297	7.854545454545455	71
298	7.882517482517482	71
299	7.91048951048951	73
300	7.938461538461539	74
301	7.966433566433567	90
302	7.994405594405595	95
303	8.022377622377622	109
304	8.05034965034965	109
305	8.078321678321679	99
306	8.106293706293707	98
307	8.134265734265734	74
308	8.162237762237762	93
309	8.19020979020979	110
310	8.218181818181819	91
311	8.246153846153847	101
312	8.274125874125874	84
313	8.302097902097902	93
314	8.33006993006993	94
315	8.358041958041959	98
316	8.386013986013985	95
317	8.413986013986014	111
318	8.441958041958042	95
319	8.46993006993007	92
320	8.497902097902099	102
321	8.525874125874125	102
322	8.553846153846154	99
323	8.581818181818182	101
324	8.60979020979021	99
325	8.637762237762239	81
326	8.665734265734265	86
327	8.693706293706294	76
328	8.721678321678322	95
329	8.74965034965035	89
330	8.777622377622377	105
331	8.805594405594405	78
332	8.833566433566434	78
333	8.861538461538462	67
334	8.88951048951049	66
335	8.917482517482517	90
336	8.945454545454545	74
337	8.973426573426574	71
338	9.001398601398602	79
339	9.02937062937063	72
340	9.057342657342657	76
341	9.085314685314685	58
342	9.113286713286714	69
343	9.141258741258742	69
344	9.169230769230769	51
345	9.197202797202797	64
346	9.225174825174825	70
347	9.253146853146854	68
348	9.281118881118882	52
349	9.309090909090909	40
350	9.337062937062937	53
351	9.365034965034965	49
352	9.393006993006994	53
353	9.42097902097902	51
354	9.448951048951049	40
355	9.476923076923077	49
356	9.504895104895105	38
357	9.532867132867134	43
358	9.56083916083916	40
359	9.588811188811189	46
360	9.616783216783217	41
361	9.644755244755245	39
362	9.672727272727274	45
363	9.7006993006993	38
364	9.728671328671329	41
365	9.756643356643357	34
366	9.784615384615385	34
367	9.812587412587412	37
368	9.84055944055944	22
369	9.868531468531469	30
370	9.896503496503497	24
371	9.924475524475525	33
372	9.952447552447552	29
373	9.98041958041958	24
374	10.008391608391609	27
375	10.036363636363637	31
376	10.064335664335664	20
377	10.092307692307692	20
378	10.12027972027972	19
379	10.148251748251749	27
380	10.176223776223777	22
381	10.204195804195804	19
382	10.232167832167832	29
383	10.26013986013986	16
384	10.288111888111889	27
385	10.316083916083917	19
386	10.344055944055944	23
387	10.372027972027972	32
388	10.4	17
389	10.427972027972029	27
390	10.455944055944055	20
391	10.483916083916084	24
392	10.511888111888112	23
393	10.53986013986014	24
394	10.567832167832169	22
395	10.595804195804195	28
396	10.623776223776224	20
397	10.651748251748252	15
398	10.67972027972028	24
399	10.707692307692307	17
400	10.735664335664335	19
401	10.763636363636364	23
402	10.791608391608392	26
403	10.81958041958042	26
404	10.847552447552447	19
405	10.875524475524475	18
406	10.903496503496504	13
407	10.931468531468532	27
408	10.95944055944056	18
409	10.987412587412587	21
410	11.015384615384615	22
411	11.043356643356644	13
412	11.071328671328672	23
413	11.099300699300699	21
414	11.127272727272727	22
415	11.155244755244755	23
416	11.183216783216784	17
417	11.211188811188812	19
418	11.239160839160839	23
419	11.267132867132867	17
420	11.295104895104895	32
421	11.323076923076924	16
422	11.351048951048952	20
423	11.379020979020979	17
424	11.406993006993007	17
425	11.434965034965035	25
426	11.462937062937064	25
427	11.49090909090909	21
428	11.518881118881119	22
429	11.546853146853147	19
430	11.574825174825175	22
431	11.602797202797204	27
432	11.63076923076923	24
433	11.658741258741259	26
434	11.686713286713287	19
435	11.714685314685315	23
436	11.742657342657342	22
437	11.77062937062937	21
438	11.798601398601399	16
439	11.826573426573427	29
440	11.854545454545455	20
441	11.882517482517482	32
442	11.91048951048951	23
443	11.938461538461539	19
444	11.966433566433567	18
445	11.994405594405595	27
446	12.022377622377622	16
447	12.05034965034965	19
448	12.078321678321679	15
449	12.106293706293707	20
450	12.134265734265734	18
451	12.162237762237762	14
452	12.19020979020979	19
453	12.218181818181819	18
454	12.246153846153847	25
455	12.274125874125874	19
456	12.302097902097902	16
457	12.33006993006993	25
458	12.358041958041959	21
459	12.386013986013985	20
460	12.413986013986014	20
461	12.441958041958042	14
462	12.46993006993007	28
463	12.497902097902099	13
464	12.525874125874125	20
465	12.553846153846154	20
466	12.581818181818182	22
467	12.60979020979021	19
468	12.637762237762239	18
469	12.665734265734265	15
470	12.693706293706294	22
471	12.721678321678322	12
472	12.74965034965035	14
473	12.777622377622377	15
474	12.805594405594405	10
475	12.833566433566434	11
476	12.861538461538462	15
477	12.88951048951049	16
478	12.917482517482517	15
479	12.945454545454545	18
480	12.973426573426574	9
481	13.001398601398602	11
482	13.02937062937063	15
483	13.057342657342657	13
484	13.085314685314685	16
485	13.113286713286714	14
486	13.141258741258742	18
487	13.169230769230769	22
488	13.197202797202797	20
489	13.225174825174825	13
490	13.253146853146854	15
491	13.281118881118882	10
492	13.309090909090909	12
493	13.337062937062937	11
494	13.365034965034965	7
495	13.393006993006994	13
496	13.42097902097902	12
497	13.448951048951049	14
498	13.476923076923077	8
499	13.504895104895105	8
500	13.532867132867134	10
501	13.56083916083916	15
502	13.588811188811189	7
503	13.616783216783217	12
504	13.644755244755245	11
505	13.672727272727274	10
506	13.7006993006993	9
507	13.728671328671329	9
508	13.756643356643357	10
509	13.784615384615385	10
510	13.812587412587412	6
511	13.84055944055944	10
512	13.868531468531469	10
513	13.896503496503497	7
514	13.924475524475525	12
515	13.952447552447552	9
516	13.98041958041958	7
517	14.008391608391609	6
518	14.036363636363637	5
519	14.064335664335664	11
520	14.092307692307692	11
521	14.12027972027972	5
522	14.148251748251749	8
523	14.176223776223777	7
524	14.204195804195804	5
525	14.232167832167832	7
526	14.26013986013986	6
527	14.288111888111889	7
528	14.316083916083917	10
529	14.344055944055944	4
530	14.372027972027972	2
531	14.4	2
532	14.427972027972029	9
533	14.455944055944055	4
534	14.483916083916084	3
535	14.511888111888112	2
536	14.53986013986014	2
537	14.567832167832169	5
538	14.595804195804195	9
539	14.623776223776224	4
540	14.651748251748252	3
541	14.67972027972028	5
542	14.707692307692307	4
543	14.735664335664335	1
544	14.763636363636364	4
